Time,CPU %,Memory (MB)
1676593323.9242423,88.66995073891626,1470
1676593324.9298842,88.41309823677582,1466
1676593325.936143,88.94472361809045,1466
1676593326.9432132,87.71929824561404,1455
1676593327.9504414,89.33002481389578,1457
1676593328.9600616,87.90123456790123,1462
1676593329.965828,88.33746898263027,1464
1676593330.9743152,88.61386138613861,1452
1676593331.9828694,86.91358024691358,1455
1676593332.9894269,88.01020408163265,1457
1676593333.994183,88.38383838383838,1459
1676593335.0021322,88.39506172839506,1459
1676593336.0103333,89.10891089108911,1459
1676593337.017954,88.7780548628429,1460
1676593338.0261874,88.5,1453
1676593339.0331821,88.61386138613861,1455
1676593340.0400465,87.43718592964824,1456
1676593341.0483978,68.67167919799499,1457
1676593342.0573874,89.82630272952854,1452
1676593343.0633216,88.94472361809045,1453
1676593344.0698435,87.75,1453
1676593345.0759993,88.68894601542416,1451
1676593346.0822148,88.54961832061069,1453
1676593347.089549,87.34177215189874,1455
1676593348.095354,88.58560794044665,1456
1676593349.1016326,88.66498740554157,1458
1676593350.106337,88.49104859335038,1458
1676593351.1134777,89.16256157635468,1457
1676593352.118684,88.88888888888889,1461
1676593353.1273,87.53117206982543,1465
1676593354.1335444,88.83374689826302,1467
1676593355.1384068,88.47117794486216,1467
1676593356.1442056,89.0818858560794,1462
1676593357.1509867,88.30845771144278,1464
1676593358.1558309,88.19095477386935,1462
1676593359.1618302,88.83374689826302,1464
1676593360.1705027,88.55721393034825,1465
1676593361.1781223,90.25,1466
1676593362.1914482,88.80597014925374,1466
1676593363.200044,88.30845771144278,1466
1676593364.2053747,88.80597014925374,1468
1676593365.210149,88.75,1460
1676593366.2158868,88.02992518703242,1461
1676593367.2234204,89.02743142144638,1461
1676593368.232464,87.59305210918113,1461
1676593369.2378747,88.5,1462
1676593370.2458403,88.0,1462
1676593371.254602,88.97243107769424,1456
1676593372.2605035,89.0818858560794,1460
1676593373.267281,88.80597014925374,1463
1676593374.2756655,88.38383838383838,1454
1676593375.2824492,88.44221105527639,1456
1676593376.2883701,88.57868020304569,1453
1676593377.293944,89.52618453865337,1454
1676593378.302639,88.86138613861387,1456
1676593379.3087273,88.83374689826302,1458
1676593380.3166378,87.468671679198,1449
1676593381.326272,89.0,1454
1676593382.3315527,88.80597014925374,1457
1676593383.3393848,88.66498740554157,1458
1676593384.3470538,88.66498740554157,1460
1676593385.3532784,89.0818858560794,1457
1676593386.3605797,88.97243107769424,1459
1676593387.3672445,87.87878787878788,1462
1676593388.3738317,88.0,1463
1676593389.3808408,88.80597014925374,1467
1676593390.3901174,88.63636363636364,1468
1676593391.4004393,89.95098039215686,1469
1676593392.4058187,84.39897698209718,1456
1676593393.4120102,89.03061224489795,1458
1676593394.421421,88.35443037974684,1452
1676593395.4301558,89.16876574307304,1454
1676593396.4354475,88.41309823677582,1469
1676593397.442813,88.19095477386935,1471
1676593398.4514027,87.90931989924434,1455
1676593399.4578903,88.22055137844612,1458
1676593400.4751177,87.59305210918113,1457
1676593401.481171,89.25,1460
1676593402.4879937,87.87128712871286,1461
1676593403.4966278,88.11881188118812,1454
1676593404.5043573,89.21568627450979,1456
1676593405.5106897,87.96992481203007,1466
1676593406.5159545,88.22055137844612,1467
1676593407.5240555,87.05583756345177,1452
1676593408.53015,88.5,1454
1676593409.5388412,88.58560794044665,1455
1676593410.545222,88.7780548628429,1458
1676593411.5510788,88.7780548628429,1459
1676593412.5590484,85.8974358974359,1460
1676593413.5682957,87.56218905472637,1460
1676593414.5751414,86.91358024691358,1456
1676593415.5803046,87.96992481203007,1457
1676593416.5870712,88.5286783042394,1447
1676593417.594075,89.16876574307304,1448
1676593418.6004703,87.59305210918113,1451
1676593419.6073422,88.16120906801007,1454
1676593420.615305,85.8942065491184,1456
1676593421.620951,87.78054862842892,1457
1676593422.6265638,87.75,1458
1676593423.633202,88.72180451127821,1461
1676593424.6419663,88.7780548628429,1462
1676593425.6499553,88.5286783042394,1462
1676593426.658554,87.5,1462
1676593427.6648297,86.04060913705584,1460
1676593428.6722817,88.48039215686273,1462
1676593429.6855702,89.27680798004988,1463
1676593430.6945114,88.14814814814815,1456
1676593431.7005348,87.87878787878788,1458
1676593432.7072206,87.96992481203007,1456
1676593433.7141395,88.19095477386935,1457
1676593434.7218275,88.10126582278481,1456
1676593435.72823,88.55721393034825,1455
1676593436.7342198,87.75,1455
1676593437.739813,88.0,1457
1676593438.752218,87.62376237623762,1439
1676593439.7593007,86.41975308641976,1443
1676593440.7683353,88.44221105527639,1445
1676593441.774204,88.80597014925374,1447
1676593442.780814,88.5286783042394,1448
1676593443.785415,87.96992481203007,1462
1676593444.792289,89.22305764411027,1464
1676593445.799253,43.18181818181818,1461
1676593446.8093333,86.93467336683418,1463
1676593447.8162289,88.0,1458
1676593448.8232942,89.14141414141415,1460
1676593449.8288827,87.56218905472637,1459
1676593450.8367364,87.25,1455
1676593451.843547,87.43718592964824,1454
1676593452.8503442,88.5,1444
1676593453.8559935,87.62626262626263,1446
1676593454.8616753,88.19095477386935,1456
1676593455.8683383,89.05472636815921,1458
1676593456.8767204,88.08933002481389,1454
1676593457.8827298,88.86138613861387,1456
1676593458.8921058,88.22055137844612,1457
1676593459.8979928,87.53117206982543,1455
1676593460.9033659,90.88669950738917,1456
1676593461.913736,88.63636363636364,1461
1676593462.9199018,88.64197530864197,1462
1676593463.925354,89.4206549118388,1456
1676593464.9330518,89.47368421052632,1459
1676593465.939046,88.02992518703242,1462
1676593466.9451714,87.90123456790123,1464
1676593467.9525294,88.38383838383838,1465
1676593468.9597557,88.41309823677582,1465
1676593469.9679308,88.38383838383838,1467
1676593470.975516,88.5,1466
1676593471.9808202,88.94472361809045,1465
1676593472.9865572,87.0,1455
1676593473.9944003,89.13580246913581,1455
1676593475.0018475,88.08933002481389,1450
1676593476.0096576,88.41309823677582,1452
1676593477.0219777,88.61386138613861,1461
1676593478.0282848,88.2793017456359,1463
1676593479.0348063,87.71929824561404,1465
1676593480.041617,86.29441624365482,1461
1676593481.0473478,87.75,1462
1676593482.0525975,82.83582089552239,1462
1676593483.0597062,88.54961832061069,1463
1676593484.0677557,88.38383838383838,1450
1676593485.0751898,88.5,1453
1676593486.082319,88.39506172839506,1463
1676593487.0897744,88.91625615763546,1465
1676593488.0951605,88.36633663366337,1466
1676593489.1017284,88.35443037974684,1466
1676593490.1086116,87.56218905472637,1452
1676593491.116264,89.36708860759494,1439
1676593492.1258402,88.64197530864197,1442
1676593493.1344955,89.52618453865337,1453
1676593494.1425507,89.05472636815921,1456
1676593495.1491525,88.75,1458
1676593496.156252,89.0818858560794,1458
1676593497.1637328,88.75,1461
1676593498.169445,88.49104859335038,1464
1676593499.175183,89.02743142144638,1467
1676593500.1798515,88.41309823677582,1456
1676593501.1919332,4.522613065326631,1452
1676593502.200019,9.296482412060303,1454
1676593503.2114534,1.0000000000000009,1453
1676593504.2229247,3.007518796992481,1454
1676593505.235686,9.950248756218905,1455
1676593506.2464483,5.2369077306733125,1455
1676593507.2571144,10.499999999999998,1440
1676593508.2692616,0.992555831265507,1440
1676593509.280482,1.2406947890818865,1440
